estimator,estimator__criterion,estimator__splitter,estimator__n_neighbors,estimator__p,estimator__weights,estimator__n_estimators,estimator__C,estimator__l1_ratio,estimator__gamma,estimator__kernel,std,neg_log_loss
"SVC(C=100, probability=True, random_state=0)",,,,,,,100.0,,scale,rbf,0.023998793285124522,-0.2531972450910964
"SVC(C=100, probability=True, random_state=0)",,,,,,,1000.0,,scale,rbf,0.02822838425802517,-0.25910146468841655
"SVC(C=100, probability=True, random_state=0)",,,,,,,10.0,,scale,rbf,0.03564150528002015,-0.2682549648523589
"SVC(C=100, probability=True, random_state=0)",,,,,,,1.0,,scale,rbf,0.04955485517680772,-0.31043033143190657
"SVC(kernel='linear', probability=True, random_state=0)",,,,,,,100.0,,,,0.03252453641472279,-0.3168609769309886
"SVC(kernel='linear', probability=True, random_state=0)",,,,,,,10.0,,,,0.026042184974698207,-0.322725361174034
"SVC(kernel='linear', probability=True, random_state=0)",,,,,,,1000.0,,,,0.04833049943944228,-0.32941404892661474
"SVC(C=100, probability=True, random_state=0)",,,,,,,1000.0,,auto,rbf,0.033826573175616534,-0.3634589230685663
"LogisticRegression(random_state=0, solver='newton-cg')",,,,,,,100.0,,,,0.06483580247079573,-0.3677026479067492
"SVC(kernel='linear', probability=True, random_state=0)",,,,,,,1.0,,,,0.03288013572578899,-0.3677427169682301
RandomForestClassifier(random_state=0),entropy,,,,,500.0,,,,,0.036880427998164746,-0.3700811423884539
RandomForestClassifier(random_state=0),entropy,,,,,100.0,,,,,0.03489952313706719,-0.37179636680392875
RandomForestClassifier(random_state=0),gini,,,,,100.0,,,,,0.017838655329848723,-0.37184730349572426
RandomForestClassifier(random_state=0),gini,,,,,500.0,,,,,0.02838247968604238,-0.37439202626054907
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1000.0,0.1,,,0.048075615524821765,-0.37485179173267086
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1000.0,0.2,,,0.0480901408975689,-0.3748581721099816
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1000.0,0.30000000000000004,,,0.04810468740133366,-0.37486468721250094
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1000.0,0.4,,,0.04811924968269041,-0.37487133382583865
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1000.0,0.5,,,0.04813383720283813,-0.37487808523913896
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1000.0,0.6,,,0.04814841631674264,-0.3748849676070667
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1000.0,0.7000000000000001,,,0.04816314009617788,-0.37489203008981814
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1000.0,0.8,,,0.048177932750065225,-0.37489928979222126
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1000.0,0.9,,,0.04819251436360798,-0.37490656738740463
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,100.0,0.1,,,0.04850665485799334,-0.3775261139403894
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,100.0,0.2,,,0.0486404459426677,-0.37760776162091886
RandomForestClassifier(random_state=0),gini,,,,,50.0,,,,,0.024636740264032557,-0.3776594748114047
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,100.0,0.30000000000000004,,,0.048772126437122275,-0.37769758558989597
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,100.0,0.4,,,0.048899430385648125,-0.37779185969635937
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,100.0,0.5,,,0.049027232360283,-0.3778956996517043
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,100.0,0.6,,,0.04915144489396332,-0.37800358079529184
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,100.0,0.7000000000000001,,,0.04927437472512639,-0.3781184774425411
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,100.0,0.8,,,0.04939726505536139,-0.3782417842605533
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,100.0,0.9,,,0.04951903821591062,-0.3783674567371148
"SVC(C=100, probability=True, random_state=0)",,,,,,,1000.0,,auto,sigmoid,0.03355080050456026,-0.3849840023174695
"LogisticRegression(random_state=0, solver='newton-cg')",,,,,,,10.0,,,,0.05919493962303864,-0.40250369468812836
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,10.0,0.1,,,0.05638287192790875,-0.41367854187329345
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,10.0,0.2,,,0.05697054101885711,-0.4157066794020797
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,10.0,0.30000000000000004,,,0.05748658370586601,-0.4174304552438731
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,10.0,0.4,,,0.057958132874187974,-0.41902985947397886
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,10.0,0.5,,,0.058349193473925316,-0.4204370243629739
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,10.0,0.6,,,0.05867335570730296,-0.42167817691394677
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,10.0,0.7000000000000001,,,0.05877000201168085,-0.422868483641112
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,10.0,0.8,,,0.058628221193020254,-0.4238418794451248
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,10.0,0.9,,,0.058486788027185814,-0.4245449022697499
"LogisticRegression(random_state=0, solver='newton-cg')",,,,,,,1000.0,,,,0.08269421585291895,-0.4264875204799855
RandomForestClassifier(random_state=0),entropy,,,,,50.0,,,,,0.11474714589506958,-0.4581128956180379
"LogisticRegression(penalty='l1', random_state=0, solver='liblinear')",,,,,,,10.0,,,,0.047808577574440354,-0.5009145047724386
"SVC(C=100, probability=True, random_state=0)",,,,,,,100.0,,auto,rbf,0.05579924303935774,-0.5380818641627102
"SVC(kernel='linear', probability=True, random_state=0)",,,,,,,0.1,,,,0.045930592906868684,-0.5602866157069497
"SVC(C=100, probability=True, random_state=0)",,,,,,,0.1,,scale,rbf,0.07236853864372066,-0.5654834461833305
"LogisticRegression(penalty='l1', random_state=0, solver='liblinear')",,,,,,,100.0,,,,0.07724167147253341,-0.5776215978386217
"LogisticRegression(random_state=0, solver='newton-cg')",,,,,,,1.0,,,,0.03958556763739047,-0.6317660579752296
"SVC(C=100, probability=True, random_state=0)",,,,,,,100.0,,scale,poly,0.04878801268440423,-0.640375435102013
"SVC(C=100, probability=True, random_state=0)",,,,,,,10.0,,scale,poly,0.0241658382813296,-0.6498272777462155
"SVC(C=100, probability=True, random_state=0)",,,,,,,1000.0,,scale,poly,0.06235612129108105,-0.6504948391406733
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1.0,0.1,,,0.03957204759521898,-0.6580326309102892
"SVC(C=100, probability=True, random_state=0)",,,,,,,100.0,,auto,sigmoid,0.04425838934345325,-0.6723029916495863
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1.0,0.2,,,0.03890912732709346,-0.6795851622257286
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1.0,0.30000000000000004,,,0.03830931664991105,-0.6984415141405974
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1.0,0.4,,,0.03749142443616091,-0.7147676276537901
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1.0,0.5,,,0.03667705541483627,-0.7276379643865927
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1.0,0.6,,,0.03678653413514916,-0.7381855150179049
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1.0,0.7000000000000001,,,0.037013062867217096,-0.7463040507291077
"LogisticRegression(penalty='elasticnet', random_state=0, solver='saga')",,,,,,,1.0,0.9,,,0.039758616190600685,-0.7480350944897872
